Year,avg_weather_delay
2003,7.8319479664511205
2007,4.042975783210287
2006,4.588604183967953
2004,6.4475279976916555
2009,0.45316615137982363
2005,5.85069715149616
2010,2.9023312955584664
2008,3.7254490054008955
